;individual;family;tribe;genus;subgenus;species;trait;value
1111;M-0796;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;intertegularDistance;6
1112;M-0797;Apidae;Euglossini;Eulaema;NA;Eulaema leucopyga;intertegularDistance;5,9
1113;M-0814;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;4,6
1114;B1378;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;2,9
1115;M-1504;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3
1116;M-1260;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;2,7
1117;M-1265;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;2,9
1118;M-1267;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3
1119;M-1574;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3,1
1120;M-0111;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;9,7
1121;M-0143;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;9,5
1122;M-0144;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;11
1123;M-1335;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;12,4
1124;B1378;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;8,9
1125;M-1504;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;7,8
1126;M-0981;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
1127;M-1019;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,2
1128;M-1260;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;7
1129;M-1265;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;7,6
1130;M-1267;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;6,3
1131;M-1574;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;proboscisLength;8
1133;J-0158;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1134;J-0159;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,89
1135;M-1155;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1136;J-0167;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,1
1138;M-1184;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1140;M-1295;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,7
1141;M-1297;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1142;M-0025;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,3
1143;M-0026;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,6
1144;M-0027;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1145;M-0028;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,3
1146;M-0029;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1147;M-0030;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1148;M-1426;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4
1149;M-1427;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
1150;M-1428;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1151;M-1429;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
1152;M-1430;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1153;M-1431;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1154;M-1432;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6
1155;M-1433;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6
1156;M-1434;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,1
1157;M-1445;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,3
1158;M-1454;Apidae;Euglossini;Eulaema;NA;Eulaema leucopyga;intertegularDistance;5,9
1159;M-1461;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1160;M-0101;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1161;M-1488;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,4
1162;M-1489;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,7
1163;M-0102;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,6
1164;M-0103;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,7
1165;M-0104;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1166;M-0105;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,3
1167;M-0106;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1168;M-0107;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,6
1169;M-0121;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1170;M-0125;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,6
1171;M-0726;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,2
1172;M-0727;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,2
1173;M-1595;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,8
1174;M-1596;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1175;M-1597;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,9
1176;M-1598;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,9
1177;M-1599;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,5
1178;M-1600;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,5
1179;M-1601;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;intertegularDistance;4,8
1180;M-0728;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1181;M-0729;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1182;M-0730;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1183;M-0731;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,3
1184;M-1683;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;5
1185;M-1684;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;5
1186;M-1685;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,7
1187;M-1686;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,9
1188;M-1687;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,9
1189;M-1688;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,8
1190;M-1689;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1191;M-1690;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,8
1192;M-1691;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,7
1193;M-1692;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,5
1194;M-0732;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,5
1195;M-C-2059;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;intertegularDistance;3,4
1196;M-0025;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;20,9
1197;M-0026;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,1
1198;M-0027;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22
1199;M-0028;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;21,3
1200;M-0029;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;21,9
1201;M-1868;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1202;M-1875;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;intertegularDistance;4,5
1203;M-1876;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,7
1204;M-1877;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1205;M-1878;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucifera;intertegularDistance;5
1206;M-1879;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1207;M-0030;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,6
1208;M-C-1922;Apidae;Euglossini;Eufriesea;NA;Eufriesea asarophora;intertegularDistance;4,1
1209;M-C-1923;Apidae;Euglossini;Eufriesea;NA;Eufriesea asarophora;intertegularDistance;4,1
1210;M-0101;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;23,4
1211;M-0102;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;23,5
1212;M-0103;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;25,4
1213;M-0104;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,1
1214;M-2079;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,1
1215;M-C-2458;Apidae;Euglossini;Eufriesea;NA;Eufriesea flaviventris;intertegularDistance;4,57
1216;B1386;Apidae;Euglossini;Eufriesea;NA;Eufriesea purpurata;intertegularDistance;4,28
1217;B1164;Apidae;Euglossini;Eufriesea;NA;Eufriesea rufocaudata;intertegularDistance;4,58
1218;M-0105;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,1
1219;M-0106;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;23,1
1220;M-0107;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,1
1221;M-0121;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;21,6
1222;M-0125;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;23,3
1223;M-0726;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,8
1224;M-0727;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,5
1225;M-0728;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,7
1226;M-0729;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,4
1227;M-0730;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;23,5
1228;M-0731;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;22,1
1229;M-0732;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,1
1230;M-C-2059;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,5
1231;J-0158;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;29,13
1232;J-0159;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;27,13
1233;J-0167;Apidae;Euglossini;Euglossa;Glossura;Euglossa flammea;proboscisLength;24,43
1235;M-1495;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gaianii;intertegularDistance;3,5
1236;M-C-2362;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gaianii;intertegularDistance;3,5
1237;M-1495;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gaianii;proboscisLength;7,9
1238;M-C-2362;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gaianii;proboscisLength;7,4
1239;M-0015;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,2
1240;M-1114;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;2,7
1241;M-1115;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;2,9
1242;M-1116;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;2,7
1243;M-1708;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,3
1244;M-0180;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,2
1245;M-0569;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,3
1246;M-1244;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,5
1247;M-1270;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,1
1248;M-1159;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;intertegularDistance;3,1
1249;M-0015;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;10,8
1250;M-1114;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;12,2
1251;M-1115;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;11,9
1252;M-1116;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;11,3
1253;M-1708;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;11,1
1254;M-0180;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;7,7
1255;M-0569;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;6,8
1256;M-1244;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;6,5
1257;M-1270;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;7,9
1258;M-1159;Apidae;Euglossini;Euglossa;Euglossa;Euglossa gibbosa;proboscisLength;8,6
1261;J-0023;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,75
1263;J-0239;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,54
1264;J-0521;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,85
1266;J-0738;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,59
1267;J-0739;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,67
1268;J-1145;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,65
1269;J-1148;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,69
1270;J-1149;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;3,33
1271;J-1185;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,78
1273;J-1246;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,93
1274;J-1269;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,83
1275;J-1615;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,51
1276;M-1334;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;2,6
1277;B1045;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;intertegularDistance;3
1278;M-1334;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,2
1279;B1045;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;12,7
1280;J-0023;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;13,05
1281;J-0239;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;15,05
1282;J-0521;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;13,75
1283;J-0738;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,22
1284;J-0739;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;15,39
1285;J-1145;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,03
1286;J-1148;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;18,36
1287;J-1149;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,3
1288;J-1185;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,53
1289;J-1246;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,91
1290;J-1269;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;14,45
1291;J-1615;Apidae;Euglossini;Euglossa;Glossurella;Euglossa gorgonensis;proboscisLength;13,81
1292;J-0109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,04
1293;J-0214;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,1
1294;J-0955;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;2,98
1295;M-0092;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,2
1296;M-0127;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3
1297;M-0550;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3
1298;M-1240;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,2
1299;M-1704;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,2
1300;M-1705;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,4
1301;M-1716;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,4
1302;M-1717;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,3
1303;M-1718;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,4
1304;M-1719;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;intertegularDistance;3,4
1305;M-0092;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;9,6
1306;M-0127;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;9,7
1307;M-0550;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;9,2
1308;M-1240;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;7
1309;M-1704;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;7,1
1310;M-1705;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;7,7
1311;M-1716;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;7,7
1312;M-1717;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;6,8
1313;M-1718;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;6,8
1314;M-1719;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;7,4
1315;J-0109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;11,11
1316;J-0214;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;10,09
1317;J-0955;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hansoni;proboscisLength;14
1319;M-0113;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;intertegularDistance;3,1
1320;M-1272;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;intertegularDistance;3,2
1321;B1163;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;intertegularDistance;3,3
1322;M-0113;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;proboscisLength;9,6
1323;M-1272;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;proboscisLength;7,6
1324;B1163;Apidae;Euglossini;Euglossa;Euglossa;Euglossa hemichlora;proboscisLength;5,8
1325;J-0350a;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,01
1326;J-0388;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,9
1327;J-0529;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,78
1328;J-0786;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,85
1329;J-1044;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,5
1330;J-1515;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,31
1331;M-0957;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,9
1332;M-0958;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;2,6
1333;M-C-1942;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,1
1334;M-C-2052;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,3
1335;M-1144;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,2
1336;M-1124;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,4
1337;B1325;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,2
1338;B1326;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,3
1339;M-C-2053;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,2
1340;M-C-2054;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;intertegularDistance;3,2
1341;M-0957;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;8,8
1342;M-0958;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;7,3
1343;M-C-1942;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;5,8
1344;M-C-2052;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;6,3
1345;M-1144;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;6,1
1346;M-1124;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;5,8
1347;B1325;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;7
1348;B1326;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;7,4
1349;M-C-2053;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;8,6
1350;M-C-2054;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;6,8
1351;J-0350a;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;8,69
1352;J-0388;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;13,54
1353;J-0529;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;13,54
1354;J-0786;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;10,47
1355;J-1044;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;9,86
1356;J-1515;Apidae;Euglossini;Euglossa;Euglossa;Euglossa heterosticta;proboscisLength;10,38
1357;M-0498;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7,1
1358;M-0986;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;6,8
1359;M-0987;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;6,9
1360;M-0988;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7
1361;M-0989;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7
1362;M-0661;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6,1
1363;M-0984;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6
1364;M-1329;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6,2
1365;M-1330;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6,2
1366;M-0466;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,2
1367;M-1152;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;intertegularDistance;5,5
1368;M-1693;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;intertegularDistance;6
1369;M-0001;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;24,7
1370;M-0002;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;22,3
1371;M-0003;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;27,6
1372;M-0004;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,2
1373;M-0005;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21,8
1374;M-0006;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21,5
1375;M-0007;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,3
1376;M-0008;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,1
1377;M-0009;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21,7
1378;M-0010;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,5
1379;M-0011;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,3
1380;M-0012;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21
1381;M-0013;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,6
1382;M-0014;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,7
1383;J-1048;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,15
1384;M-0282;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;2,9
1385;M-0518;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;2,8
1386;M-1042;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,2
1387;M-1575;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3
1388;B1357;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,3
